"","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","d14","d15","d16","class"
"5454",1,1,2,2,1,5,9,4,3,9,7,4,1,10,2,7,"P"
"5455",6,9,9,7,8,6,8,3,6,10,7,8,3,8,3,7,"H"
"5456",2,3,3,2,2,7,7,5,5,6,5,6,2,8,5,9,"B"
"5457",6,11,10,8,6,5,10,2,3,8,9,9,8,11,1,8,"W"
"5458",1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8,"I"
"5459",5,11,6,8,4,6,9,10,5,7,5,8,3,8,6,10,"R"
"5460",6,10,6,8,5,7,6,14,2,7,8,8,3,8,0,8,"H"
"5461",6,5,8,7,4,4,8,5,2,7,9,8,9,9,0,8,"W"
"5462",5,11,6,8,4,7,7,12,2,7,9,8,9,6,0,8,"M"
"5463",1,0,1,0,0,8,7,3,5,7,6,8,2,8,3,7,"X"
"5464",2,5,4,3,3,7,7,2,5,10,6,8,3,8,2,8,"H"
"5465",5,5,7,8,3,7,5,7,10,5,5,9,1,9,7,11,"G"
"5466",3,7,5,5,2,7,12,3,4,6,12,8,2,10,1,8,"V"
"5467",6,11,6,8,3,2,12,5,4,11,12,8,3,9,1,8,"V"
"5468",3,5,4,4,4,7,7,5,5,6,6,6,2,8,6,9,"B"
"5469",3,7,5,5,3,10,6,2,7,11,4,9,2,8,5,12,"E"
"5470",6,7,6,5,4,6,11,4,2,8,7,6,6,12,2,5,"W"
"5471",7,7,10,6,10,8,8,5,5,7,5,8,9,8,9,6,"W"
"5472",5,9,6,6,4,8,6,8,4,7,4,8,3,8,3,8,"O"
"5473",3,9,4,6,3,7,7,3,12,9,6,8,0,8,8,8,"Z"
"5474",6,6,5,9,4,7,7,4,3,6,11,6,4,11,6,6,"Y"
"5475",1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8,"Z"
"5476",5,11,8,8,4,4,8,5,2,7,9,8,8,10,0,8,"W"
"5477",2,6,4,4,1,9,15,1,5,5,11,9,0,8,0,8,"T"
"5478",3,5,4,4,3,7,7,6,6,7,6,8,3,8,3,8,"H"
"5479",5,10,7,8,6,7,7,8,5,7,6,5,4,8,3,7,"D"
"5480",3,7,5,5,3,8,7,2,9,11,5,10,1,9,6,10,"Z"
"5481",6,11,9,8,6,5,8,1,8,10,10,10,3,8,4,6,"X"
"5482",1,3,2,2,1,10,6,3,6,12,4,10,0,7,1,8,"J"
"5483",1,0,2,0,0,8,9,3,2,7,12,8,2,10,0,8,"V"
"5484",3,7,5,5,6,7,6,5,4,6,6,8,6,8,8,10,"H"
"5485",6,11,6,8,6,7,8,14,1,7,5,8,3,8,0,8,"H"
"5486",7,11,9,8,9,8,6,7,5,8,6,8,7,7,6,12,"R"
"5487",5,9,7,7,5,9,7,4,6,10,5,6,2,8,6,10,"B"
"5488",5,9,6,8,7,9,8,2,5,8,5,6,4,7,9,8,"X"
"5489",4,11,6,8,2,9,6,2,7,15,4,9,0,6,1,7,"J"
"5490",5,9,6,10,6,8,11,6,2,5,8,12,3,11,7,6,"Q"
"5491",4,5,4,8,3,3,7,6,10,7,6,14,0,8,7,7,"E"
"5492",3,3,4,2,1,6,11,3,6,11,9,4,2,11,2,5,"T"
"5493",3,3,4,2,1,6,8,6,7,7,10,9,3,10,1,8,"U"
"5494",5,7,7,10,9,9,9,5,0,6,7,10,8,14,5,11,"Q"
"5495",4,5,4,6,4,8,9,5,1,7,8,11,2,9,5,8,"Q"
"5496",5,12,4,6,3,8,7,4,4,10,6,8,3,9,8,10,"E"
"5497",5,9,8,7,4,7,8,1,8,10,7,8,3,8,4,7,"X"
"5498",4,10,6,8,5,4,10,3,6,11,10,6,3,10,3,7,"P"
"5499",5,10,6,7,4,5,7,6,9,7,6,13,1,8,4,9,"C"
"5500",1,0,1,0,0,8,7,3,5,5,6,7,0,8,6,8,"S"
"5501",4,4,5,6,6,9,8,5,3,7,8,7,6,10,6,4,"Y"
"5502",5,10,7,7,5,7,8,8,5,7,7,9,3,7,4,7,"O"
"5503",11,14,9,8,4,4,3,5,5,4,7,7,6,6,2,6,"U"
"5504",5,11,4,6,3,6,9,4,5,10,6,8,3,8,7,9,"E"
"5505",4,10,6,8,10,9,8,5,5,7,6,6,5,6,7,6,"D"
"5506",3,4,5,3,2,7,10,3,4,12,4,2,1,10,2,8,"P"
"5507",5,4,5,6,3,5,8,10,9,7,7,5,3,8,4,8,"D"
"5508",2,5,3,3,2,7,7,3,9,6,6,8,2,8,6,8,"X"
"5509",6,11,6,6,4,6,10,3,4,11,6,4,4,10,8,6,"F"
"5510",1,0,2,1,0,7,10,3,1,7,13,8,1,11,0,8,"Y"
"5511",9,13,9,7,6,11,6,3,4,12,4,6,5,9,6,9,"P"
"5512",6,11,8,8,3,8,6,4,6,15,6,11,1,6,1,6,"J"
"5513",2,3,3,2,2,10,6,3,6,10,3,6,2,8,3,9,"D"
"5514",1,2,2,2,1,8,8,5,2,8,7,10,2,9,3,9,"Q"
"5515",7,10,5,5,2,9,3,4,4,9,2,9,3,6,5,10,"S"
"5516",6,8,6,6,4,7,11,3,8,12,9,4,2,12,3,4,"T"
"5517",6,9,9,8,8,6,6,5,7,7,6,8,5,6,6,4,"D"
"5518",2,1,3,2,1,6,8,6,6,6,9,9,3,9,1,7,"U"
"5519",3,4,5,2,2,9,7,3,4,10,3,5,5,9,1,7,"N"
"5520",1,0,2,0,0,7,8,11,1,7,6,8,2,8,0,8,"H"
"5521",3,3,4,2,1,7,9,6,7,7,10,9,3,10,1,8,"U"
"5522",2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,"W"
"5523",2,3,2,2,1,5,10,3,5,10,9,5,1,10,3,6,"F"
"5524",5,9,6,7,5,7,8,13,1,7,6,8,3,8,0,8,"H"
"5525",5,11,7,8,6,8,8,5,6,9,4,8,3,7,5,11,"R"
"5526",5,9,5,7,5,7,7,7,4,9,7,8,3,8,3,8,"O"
"5527",7,10,8,8,4,9,7,4,9,11,6,7,2,10,5,8,"S"
"5528",10,9,8,13,5,7,9,2,2,7,10,4,4,10,7,7,"Y"
"5529",6,9,8,7,12,10,7,5,2,7,7,8,11,10,3,5,"W"
"5530",2,4,2,3,1,7,7,6,4,9,6,8,2,8,2,8,"O"
"5531",3,4,4,6,2,7,8,8,7,5,7,8,2,7,6,11,"G"
"5532",5,10,5,7,4,4,12,3,5,11,10,5,2,13,2,4,"T"
"5533",1,0,2,1,0,8,6,6,4,6,5,9,1,8,5,10,"G"
"5534",3,4,3,3,2,8,6,6,5,7,6,9,2,10,9,8,"S"
"5535",2,0,2,1,1,5,7,5,8,7,6,12,0,8,7,9,"E"
"5536",4,10,6,8,3,10,3,2,3,9,1,8,2,7,4,9,"A"
"5537",1,3,2,2,1,10,6,2,5,12,4,9,0,7,0,7,"J"
"5538",5,7,7,5,4,7,9,2,5,10,5,6,5,9,1,7,"N"
"5539",3,2,3,3,3,7,7,5,5,6,6,6,2,8,6,9,"B"
"5540",4,9,6,6,6,6,7,3,5,6,5,9,6,10,7,5,"R"
"5541",4,6,5,4,6,8,5,4,3,7,6,10,6,8,4,10,"G"
"5542",2,5,3,3,1,8,12,2,7,6,11,7,1,11,1,7,"T"
"5543",5,10,6,8,2,6,6,7,11,9,5,14,1,9,4,8,"C"
"5544",4,8,6,6,6,7,7,5,8,7,7,9,3,8,6,9,"E"
"5545",4,8,6,6,5,7,7,8,5,6,6,10,4,8,5,6,"U"
"5546",4,10,7,8,8,10,6,2,4,8,4,4,3,8,5,7,"I"
"5547",3,2,4,3,2,5,10,4,4,10,8,4,1,10,3,6,"P"
"5548",7,10,7,7,5,4,8,5,7,12,9,12,2,10,4,6,"C"
"5549",7,10,7,8,4,3,8,6,7,12,11,12,2,9,2,7,"C"
"5550",3,6,5,4,3,6,11,3,5,13,6,4,0,10,2,8,"P"
"5551",1,1,2,2,1,7,3,2,1,6,2,8,1,6,1,7,"A"
"5552",3,5,4,7,2,7,6,8,9,8,4,13,1,9,5,10,"G"
"5553",4,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8,"H"
"5554",4,5,5,4,3,7,8,5,5,8,7,7,7,9,3,5,"N"
"5555",6,6,6,4,4,3,11,2,3,10,10,8,7,11,1,7,"W"
"5556",5,9,7,7,8,8,8,6,3,6,8,8,6,7,4,7,"W"
"5557",3,2,4,3,3,7,8,5,4,7,6,6,5,9,2,6,"N"
"5558",5,8,6,6,3,9,7,4,8,11,4,8,2,8,5,9,"S"
"5559",1,0,1,0,0,4,12,4,2,11,8,6,0,8,2,8,"F"
"5560",2,3,3,2,1,6,7,2,6,10,7,10,3,8,2,8,"K"
"5561",4,8,6,6,4,8,8,4,7,10,5,6,2,8,6,10,"B"
"5562",2,2,4,3,2,6,10,1,7,8,12,8,2,11,2,7,"Y"
"5563",7,9,9,8,9,7,8,5,5,7,7,10,8,9,10,9,"E"
"5564",6,11,8,8,8,10,9,5,4,7,5,7,3,8,9,5,"Z"
"5565",4,8,6,6,4,8,7,3,8,5,6,6,3,8,6,7,"X"
"5566",5,11,5,9,6,8,7,8,3,9,6,7,3,8,3,8,"O"
"5567",4,11,5,8,3,5,11,3,4,9,12,9,2,10,1,8,"V"
"5568",3,6,4,4,3,10,7,3,5,10,3,7,3,7,3,11,"R"
"5569",3,7,4,5,3,7,4,1,7,8,2,10,0,7,2,8,"L"
"5570",6,8,6,6,3,3,12,4,4,10,12,7,2,10,1,8,"V"
"5571",5,8,7,6,8,7,6,5,5,6,6,7,8,7,8,9,"H"
"5572",2,4,3,3,2,9,8,3,4,12,4,3,1,10,3,9,"P"
"5573",1,3,2,1,1,6,4,1,7,8,3,10,0,7,2,8,"L"
"5574",3,5,3,6,3,8,8,5,2,8,8,11,2,9,5,8,"Q"
"5575",3,2,4,3,3,7,7,7,7,7,6,5,2,8,3,7,"D"
"5576",3,6,4,4,2,8,9,4,2,7,12,8,2,10,0,8,"V"
"5577",5,9,6,7,6,7,5,13,2,7,9,8,3,9,0,8,"H"
"5578",7,13,6,8,5,7,6,4,3,8,6,8,4,9,9,7,"G"
"5579",2,3,3,1,1,6,12,3,2,8,11,8,2,11,1,8,"V"
"5580",4,6,6,4,3,7,10,4,4,12,5,3,1,10,2,8,"P"
"5581",4,5,5,8,2,4,8,8,2,7,4,11,4,8,2,11,"K"
"5582",6,9,6,7,4,3,8,5,7,10,9,9,3,9,2,6,"U"
"5583",4,7,6,5,5,9,6,7,5,7,7,8,5,8,4,6,"U"
"5584",5,10,6,7,6,9,5,7,5,6,9,7,3,9,9,4,"Y"
"5585",5,11,6,8,6,6,7,9,7,6,5,5,2,8,3,7,"D"
"5586",5,11,7,8,4,6,11,2,6,13,7,4,1,10,2,7,"F"
"5587",1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"5588",2,1,2,2,1,7,9,5,4,7,6,7,4,8,1,6,"N"
"5589",5,11,7,9,6,8,4,0,7,9,3,10,1,6,2,9,"L"
"5590",6,10,9,8,4,3,9,4,4,11,11,10,6,7,1,8,"N"
"5591",2,6,3,4,2,3,6,6,10,7,6,14,0,8,7,8,"E"
"5592",5,10,7,5,3,8,7,2,4,12,8,8,5,8,0,8,"N"
"5593",3,3,5,2,3,7,6,3,4,9,7,8,7,5,1,8,"M"
"5594",5,7,7,5,5,8,8,4,6,10,5,6,3,8,6,10,"B"
"5595",5,5,6,8,2,8,4,15,6,7,14,8,3,9,0,8,"U"
"5596",5,8,7,6,5,10,5,3,7,10,4,7,3,7,6,11,"B"
"5597",4,4,4,3,2,5,11,2,8,12,9,4,1,10,2,4,"T"
"5598",6,8,8,7,8,8,6,6,4,7,6,10,10,10,8,9,"G"
"5599",3,7,5,5,5,7,7,3,4,8,8,8,6,9,4,5,"N"
"5600",3,9,4,7,4,7,7,7,5,7,7,9,2,9,8,8,"S"
"5601",11,13,8,7,5,9,6,5,6,11,4,9,6,7,7,11,"B"
"5602",9,13,6,7,4,5,7,7,4,10,7,8,5,9,5,7,"O"
"5603",7,10,10,8,10,6,8,3,4,8,8,9,8,10,7,4,"N"
"5604",4,11,6,8,4,3,11,2,7,11,10,6,1,10,3,5,"F"
"5605",3,9,5,6,2,7,5,4,5,14,7,12,1,6,1,6,"J"
"5606",1,4,2,3,1,7,3,1,6,8,2,10,0,7,2,8,"L"
"5607",2,3,3,2,1,6,7,5,5,9,7,10,1,8,4,10,"G"
"5608",5,11,6,8,7,6,7,5,4,8,7,8,8,8,6,11,"P"
"5609",2,6,3,4,2,5,8,6,6,6,7,14,1,8,3,10,"C"
"5610",3,5,4,3,3,7,7,5,8,6,5,8,2,8,6,9,"E"
"5611",3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,"U"
"5612",5,9,8,7,6,4,7,3,4,10,10,10,8,6,3,7,"M"
"5613",4,10,5,7,4,4,4,3,8,2,1,7,0,6,1,6,"L"
"5614",5,12,5,6,4,11,2,4,2,11,4,11,5,4,5,10,"A"
"5615",5,9,6,8,7,5,6,4,5,7,6,11,6,10,9,10,"C"
"5616",5,8,6,6,3,7,7,12,2,7,9,8,8,6,0,8,"M"
"5617",5,11,8,9,9,7,8,3,6,5,7,11,5,11,9,7,"L"
"5618",8,10,11,7,9,5,7,3,5,9,9,9,9,7,3,8,"M"
"5619",5,7,7,6,7,7,8,4,8,8,7,9,3,8,8,6,"T"
"5620",2,5,4,4,1,5,13,3,5,13,7,3,0,9,2,6,"F"
"5621",4,8,5,6,4,7,7,13,1,6,6,8,5,8,0,8,"N"
"5622",5,9,7,7,6,7,7,5,5,8,6,7,6,7,4,7,"J"
"5623",6,8,8,10,9,6,8,4,2,8,8,6,7,12,7,7,"P"
"5624",8,14,7,8,6,10,7,3,6,10,4,7,6,6,7,9,"B"
"5625",3,2,5,4,2,8,2,2,2,8,1,8,2,6,3,7,"A"
"5626",7,12,6,6,4,8,3,4,3,7,4,4,4,7,5,8,"G"
"5627",4,9,4,6,3,7,10,3,11,8,6,7,0,8,7,7,"Z"
"5628",4,4,5,3,2,4,8,5,7,12,10,9,3,9,2,7,"U"
"5629",9,15,7,8,4,5,11,6,2,11,6,4,5,10,4,7,"P"
"5630",4,11,5,8,3,8,11,1,3,7,12,8,1,11,0,8,"Y"
"5631",3,8,6,6,3,12,2,3,2,10,2,9,2,6,3,8,"A"
"5632",6,11,8,8,7,7,7,7,7,5,9,10,6,7,9,4,"T"
"5633",3,6,5,4,3,6,8,1,8,10,8,9,2,8,3,6,"X"
"5634",4,7,4,5,3,7,8,4,7,10,5,7,2,7,4,8,"S"
"5635",6,10,5,5,3,7,8,3,6,9,9,9,6,11,3,6,"K"
"5636",1,1,2,2,1,7,7,4,8,6,6,8,1,8,6,8,"Z"
"5637",5,9,5,6,3,5,12,9,2,9,5,4,1,10,4,8,"P"
"5638",1,0,1,0,0,5,7,5,7,7,6,12,0,8,6,9,"E"
"5639",7,8,7,6,4,5,8,1,7,8,9,5,2,11,3,4,"Y"
"5640",3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,"X"
"5641",6,11,6,6,4,11,4,4,5,11,4,8,3,9,6,12,"Q"
"5642",3,5,5,4,2,7,11,1,8,6,11,8,1,11,2,8,"Y"
"5643",3,5,5,4,2,10,7,1,8,11,3,7,2,8,3,9,"X"
"5644",7,9,7,5,4,9,4,3,8,12,5,10,3,8,6,8,"Z"
"5645",8,10,6,5,3,8,6,5,5,8,4,8,5,9,5,8,"O"
"5646",2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,8,"Y"
"5647",4,8,5,6,2,7,6,7,8,6,6,9,1,8,6,11,"G"
"5648",5,9,7,7,6,10,9,6,4,7,5,8,3,8,10,7,"Z"
"5649",4,7,6,5,4,7,9,6,5,7,6,6,6,9,1,6,"N"
"5650",7,9,7,4,3,5,10,2,2,9,10,8,8,12,0,7,"W"
"5651",3,3,5,2,2,8,7,3,6,10,4,7,3,7,3,8,"H"
"5652",2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,8,"X"
"5653",3,9,5,7,3,8,9,4,1,7,12,8,2,10,0,8,"V"
"5654",4,9,6,6,7,5,8,3,1,7,6,5,3,8,9,1,"S"
"5655",8,9,11,6,9,8,6,2,5,9,7,8,8,6,2,8,"M"
"5656",4,4,5,3,2,4,10,2,8,10,10,5,3,11,4,3,"Y"
"5657",3,4,4,6,2,9,9,6,10,5,5,5,0,7,9,7,"S"
"5658",3,7,5,5,4,8,9,8,5,4,7,11,3,7,3,7,"U"
"5659",4,9,5,8,3,8,6,9,5,6,6,8,3,8,5,9,"Q"
"5660",4,7,6,5,3,7,8,1,8,10,7,8,2,8,3,7,"X"
"5661",5,9,6,4,4,4,9,3,4,10,9,9,4,8,4,6,"H"
"5662",2,1,4,2,1,6,12,2,3,8,11,8,2,11,1,8,"V"
"5663",4,7,5,5,2,5,9,7,8,8,8,14,1,8,4,9,"C"
"5664",1,3,2,2,1,7,4,1,7,8,2,9,0,7,2,8,"L"
"5665",3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,"S"
"5666",2,7,2,5,1,0,1,5,6,0,0,7,0,8,0,8,"L"
"5667",7,9,9,7,5,7,12,8,3,10,5,3,2,11,5,8,"P"
"5668",0,0,1,0,0,12,4,5,3,12,4,10,0,7,0,8,"J"
"5669",3,3,4,2,2,6,11,3,7,11,9,5,1,11,3,4,"T"
"5670",1,0,2,0,0,7,15,2,4,7,10,8,0,8,0,8,"T"
"5671",2,3,2,2,1,7,11,2,6,7,10,8,1,11,1,7,"T"
"5672",4,5,5,4,4,7,7,5,6,7,6,6,2,8,6,10,"B"
"5673",5,10,6,8,4,5,3,6,9,1,1,4,1,6,1,5,"L"
"5674",1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,"I"
"5675",1,3,3,2,1,8,7,4,3,11,4,5,1,9,2,9,"P"
"5676",6,8,8,9,7,7,8,4,7,6,8,7,4,8,11,9,"I"
"5677",3,8,4,6,2,4,8,7,9,9,9,13,1,9,4,9,"C"
"5678",3,10,4,8,2,7,7,0,8,14,6,8,0,8,1,8,"I"
"5679",2,3,3,5,1,0,1,5,6,0,0,7,0,8,0,8,"L"
"5680",2,1,3,2,2,7,9,6,5,8,7,6,5,9,1,6,"N"
"5681",4,1,5,2,3,8,6,6,4,7,7,8,8,6,3,6,"M"
"5682",2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8,"X"
"5683",7,11,5,6,3,10,1,3,1,10,4,12,3,4,4,8,"A"
"5684",6,10,7,9,4,8,7,8,7,6,7,9,3,8,5,9,"Q"
"5685",4,7,5,5,5,8,7,5,5,6,6,5,8,7,2,6,"M"
"5686",3,4,5,6,4,9,7,5,5,9,3,6,2,6,6,7,"Z"
"5687",6,9,4,4,2,8,10,5,4,7,10,5,4,11,3,7,"V"
"5688",3,11,5,8,3,13,3,4,3,12,1,9,2,6,3,9,"A"
"5689",3,10,3,7,1,0,1,5,6,0,0,7,0,8,0,8,"L"
"5690",3,11,5,8,1,5,10,3,2,9,13,8,1,11,0,8,"Y"
"5691",4,4,5,6,2,9,8,8,6,5,7,10,3,8,5,9,"Q"
"5692",4,8,6,6,6,7,7,4,4,6,7,10,7,9,5,7,"C"
"5693",3,4,4,2,2,7,8,2,7,10,7,7,1,8,5,6,"S"
"5694",3,6,4,4,1,6,7,7,10,8,6,13,1,9,4,9,"C"
"5695",5,9,6,6,5,7,7,9,5,6,4,5,5,8,5,11,"N"
"5696",3,6,5,4,4,6,6,3,8,6,6,9,3,8,5,9,"K"
"5697",9,11,6,6,3,8,7,5,7,10,6,11,2,9,8,8,"E"
"5698",4,8,6,6,3,9,7,5,8,11,2,8,2,7,5,11,"S"
"5699",2,4,3,3,2,8,8,7,5,8,5,7,2,8,8,8,"S"
"5700",6,10,9,7,5,7,8,1,9,10,6,8,3,8,4,7,"X"
"5701",4,10,4,8,4,3,7,6,3,6,5,11,3,8,2,11,"K"
"5702",2,3,4,2,2,7,7,3,5,10,6,6,2,8,5,8,"B"
"5703",5,11,7,8,5,9,8,1,6,13,5,5,2,9,3,9,"F"
"5704",3,4,5,2,3,9,6,3,4,8,5,7,7,5,1,8,"M"
"5705",4,7,6,5,3,4,9,2,7,10,11,9,3,9,3,5,"X"
"5706",3,1,4,3,2,6,8,7,7,8,8,13,1,10,4,10,"C"
"5707",4,6,5,4,3,6,8,4,8,12,8,9,2,9,4,6,"E"
"5708",4,5,5,4,2,4,8,5,7,11,10,9,3,9,2,6,"U"
"5709",6,11,7,8,5,7,7,1,7,7,6,8,0,8,4,8,"I"
"5710",4,9,4,4,2,4,11,2,6,12,8,5,2,8,4,3,"T"
"5711",2,4,3,3,2,10,2,2,2,9,2,9,1,6,2,8,"A"
"5712",2,6,3,4,1,7,9,14,2,7,4,8,3,8,0,8,"H"
"5713",5,11,8,8,5,6,11,3,6,14,7,4,0,10,3,8,"P"
"5714",3,5,5,3,3,6,8,2,8,11,8,9,2,9,4,7,"E"
"5715",7,15,7,9,5,9,6,5,6,12,3,7,5,7,6,10,"D"
"5716",5,11,7,8,4,9,6,2,7,7,6,6,0,9,4,7,"I"
"5717",5,10,5,8,5,7,7,12,1,6,6,8,6,7,1,10,"N"
"5718",2,7,4,5,2,5,11,3,6,11,9,5,0,9,3,6,"P"
"5719",5,9,5,6,4,5,12,4,6,11,9,4,2,12,2,4,"T"
"5720",3,9,5,7,8,10,7,5,5,7,5,6,4,6,10,6,"D"
"5721",4,6,6,5,5,8,10,5,2,7,7,9,6,11,7,10,"G"
"5722",4,6,5,4,2,4,9,5,7,11,10,12,1,9,3,7,"C"
"5723",4,6,6,8,8,9,8,4,2,6,8,9,4,11,7,8,"Y"
"5724",2,1,2,1,1,7,7,6,6,7,6,5,2,8,2,7,"D"
"5725",2,3,2,2,1,6,10,5,4,9,7,3,1,9,3,6,"P"
"5726",2,5,4,4,2,7,7,3,9,6,6,8,2,8,6,8,"X"
"5727",4,7,6,5,4,8,8,4,6,10,5,6,2,8,6,8,"B"
"5728",2,2,3,3,2,6,10,4,5,10,9,5,2,9,3,6,"F"
"5729",2,5,4,4,2,7,8,2,10,12,7,7,1,8,5,6,"Z"
"5730",6,9,9,7,4,5,15,6,2,12,5,1,0,9,4,7,"P"
"5731",3,9,4,7,3,11,6,3,6,12,2,8,1,6,2,6,"J"
"5732",3,9,4,7,3,6,7,10,6,7,6,7,2,8,9,10,"B"
"5733",3,8,4,6,2,5,7,6,8,8,6,12,1,9,4,9,"C"
"5734",4,9,4,4,3,9,6,3,4,9,5,8,6,8,7,9,"B"
"5735",3,3,3,5,2,7,6,13,5,7,14,8,3,9,0,8,"U"
"5736",6,9,7,7,6,7,8,7,5,9,7,9,3,8,4,7,"O"
"5737",6,9,8,6,8,6,6,6,5,7,7,11,11,5,2,9,"M"
"5738",3,10,5,8,7,8,9,5,4,8,7,5,4,9,11,6,"D"
"5739",5,6,6,8,3,5,7,11,9,6,5,5,3,8,4,8,"D"
"5740",2,3,4,1,1,8,9,3,4,12,4,3,1,9,2,9,"P"
"5741",3,5,5,4,2,7,10,5,3,11,4,3,1,10,3,8,"P"
"5742",5,9,5,7,3,3,11,3,6,11,12,6,1,11,2,6,"Y"
"5743",2,5,3,3,2,5,10,3,5,10,9,6,2,10,3,6,"F"
"5744",1,6,2,4,1,7,7,0,8,7,6,8,0,8,3,8,"I"
"5745",3,2,4,4,4,7,7,5,5,7,6,6,2,8,6,10,"B"
"5746",5,10,6,8,7,6,10,6,4,8,5,9,3,10,8,11,"F"
"5747",3,7,5,5,4,7,8,8,5,5,6,11,3,8,5,6,"U"
"5748",3,7,4,5,3,6,5,9,7,6,7,7,2,9,8,9,"B"
"5749",9,15,9,8,6,11,2,5,2,11,4,11,7,2,5,11,"A"
"5750",4,8,6,6,6,8,8,2,8,7,6,7,0,8,9,8,"Z"
"5751",5,11,6,8,7,7,7,6,3,7,6,9,4,8,8,8,"E"
"5752",1,0,1,1,1,5,7,5,8,7,6,12,0,8,6,9,"E"
"5753",1,0,2,0,0,7,4,2,0,7,2,8,1,6,1,8,"A"
"5754",6,7,9,5,5,8,6,2,5,9,6,7,8,6,2,8,"M"
"5755",5,9,6,7,4,9,4,7,6,8,6,6,2,7,4,6,"J"
"5756",4,4,4,3,2,6,12,3,7,11,9,4,1,11,2,4,"T"
"5757",8,10,8,8,6,5,10,3,3,9,8,7,8,11,3,6,"W"
"5758",4,7,6,5,5,6,6,4,6,6,5,8,7,7,7,9,"K"
"5759",5,11,7,8,8,9,7,5,4,6,7,5,9,7,3,5,"M"
"5760",5,8,7,7,7,8,8,5,5,8,5,6,6,10,7,2,"N"
"5761",3,3,5,5,3,6,8,4,1,7,8,8,8,9,0,8,"W"
"5762",3,9,5,7,4,8,7,7,7,7,7,4,3,8,3,7,"D"
"5763",4,6,6,8,6,9,5,3,2,7,5,7,4,8,6,9,"H"
"5764",3,4,4,3,3,7,7,6,6,7,6,8,3,8,3,8,"H"
"5765",8,10,11,8,9,12,6,2,5,9,3,6,10,4,2,8,"M"
"5766",5,9,5,4,4,7,8,3,5,8,4,9,5,7,6,7,"R"
"5767",6,10,8,8,7,9,7,2,7,10,4,7,4,7,5,10,"B"
"5768",6,10,7,8,6,8,6,8,4,9,5,6,5,8,4,9,"O"
"5769",5,11,7,8,7,9,8,3,5,10,4,7,5,5,4,10,"R"
"5770",5,9,8,7,5,9,8,1,6,13,5,5,3,9,3,9,"F"
"5771",4,7,6,5,7,8,7,4,4,6,7,8,7,10,5,7,"U"
"5772",2,4,4,2,2,7,7,2,9,12,6,8,1,8,5,7,"Z"
"5773",5,11,7,8,10,8,7,4,3,6,6,7,7,8,9,8,"H"
"5774",4,8,5,6,4,7,9,8,4,8,6,3,3,10,3,6,"P"
"5775",2,3,4,1,2,7,7,3,5,10,6,8,3,8,3,8,"H"
"5776",3,7,4,5,2,5,14,1,5,9,10,7,0,8,0,8,"T"
"5777",1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9,"B"
"5778",3,2,4,3,3,8,7,8,5,7,6,8,2,8,3,8,"O"
"5779",4,8,6,6,8,9,7,4,7,7,6,5,5,5,7,7,"D"
"5780",2,4,3,3,1,9,7,3,6,10,6,7,1,9,5,8,"S"
"5781",3,8,4,6,2,6,8,7,10,6,7,12,1,7,4,9,"C"
"5782",2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,"N"
"5783",2,4,3,3,2,9,6,3,5,10,4,6,3,7,2,8,"D"
"5784",2,5,4,4,2,8,3,2,2,8,2,8,2,6,2,7,"A"
"5785",4,8,5,6,4,8,6,7,7,7,8,8,2,10,9,8,"S"
"5786",3,4,4,5,1,4,7,8,2,7,5,11,4,8,2,11,"K"
"5787",4,7,5,5,3,5,8,5,1,7,8,8,8,9,0,8,"W"
"5788",4,6,7,5,7,9,6,4,4,8,5,7,6,9,6,7,"R"
"5789",4,5,5,7,3,7,7,15,0,7,6,8,3,8,0,8,"H"
"5790",4,8,6,6,8,9,7,4,5,6,8,8,8,8,6,6,"U"
"5791",5,9,7,6,5,9,8,6,6,6,5,4,7,11,3,5,"N"
"5792",5,7,8,5,3,9,6,2,8,11,2,7,3,8,4,9,"X"
"5793",5,8,6,6,4,8,6,8,5,10,5,8,3,8,3,8,"O"
"5794",2,4,4,3,1,6,4,1,8,8,2,10,0,7,2,8,"L"
"5795",3,5,4,4,5,7,7,5,4,7,6,8,6,9,6,9,"B"
"5796",4,7,6,5,4,10,6,2,8,11,3,9,2,8,5,12,"E"
"5797",4,9,5,6,4,6,8,9,7,7,6,7,2,8,9,9,"B"
"5798",4,7,6,6,6,6,9,5,6,8,6,8,6,9,7,6,"V"
"5799",4,6,5,4,3,7,9,2,4,9,7,7,5,8,1,8,"N"
"5800",3,6,4,4,2,7,7,4,4,7,6,7,3,8,4,8,"X"
